StationID,region,Location,TotalSessions,AvgWaitTime,PeakHours
N-1129,Nevada,Reno,193,3 min,18-21
F-1147,Florida,Miami,3755,7 min,16-19
G-1129,Georgia,Atlanta,4180,8 min,17-20
T-1141,Texas,Dallas,4533,10 min,17-20
C-2184,Colorado,Denver,3216,3 min,17-20
NY-1095,New York,Albany,381,4 min,18-21
A-1114,Arizona,Tucson,2490,4 min,16-19
A-1115,Arizona,Phoenix,2313,7 min,15-18
N-1130,Nevada,Las Vegas,1221,7 min,17-20
F-1148,Florida,Orlando,4890,14 min,15-18
N-1131,Nevada,Reno,4899,13 min,15-18
G-1130,Georgia,Savannah,2253,4 min,18-21
W-1109,Washington,Seattle,545,9 min,15-18
G-1131,Georgia,Atlanta,3052,3 min,15-18
I-1053,Illinois,Springfield,2909,7 min,16-19
I-1054,Illinois,Springfield,1151,5 min,16-19
A-1116,Arizona,Tucson,2810,5 min,17-20
C-2185,California,Los Angeles,1138,11 min,15-18
C-2186,Colorado,Boulder,4431,12 min,15-18
NY-1096,New York,Albany,1360,12 min,15-18
I-1055,Illinois,Springfield,1225,13 min,17-20
T-1142,Texas,Dallas,4711,5 min,15-18
I-1056,Illinois,Chicago,3609,5 min,15-18
G-1132,Georgia,Savannah,4401,6 min,16-19
C-2187,Colorado,Denver,4137,6 min,16-19
F-1149,Florida,Orlando,3958,3 min,18-21
G-1133,Georgia,Savannah,4856,3 min,16-19
A-1117,Arizona,Phoenix,2444,4 min,17-20
C-2188,Colorado,Boulder,3918,11 min,17-20
N-1132,Nevada,Reno,2681,10 min,16-19
C-2189,Colorado,Denver,3704,7 min,15-18
W-1110,Washington,Spokane,2474,9 min,16-19
W-1111,Washington,Seattle,762,9 min,18-21
F-1150,Florida,Miami,2484,14 min,16-19
T-1143,Texas,Austin,107,12 min,16-19
I-1057,Illinois,Chicago,312,5 min,15-18
C-2190,Colorado,Denver,2322,14 min,18-21
C-2191,California,Los Angeles,2688,8 min,16-19
A-1118,Arizona,Tucson,1629,9 min,17-20
A-1119,Arizona,Phoenix,761,14 min,15-18
G-1134,Georgia,Savannah,3125,9 min,16-19
T-1144,Texas,Houston,4105,8 min,17-20
C-2192,California,San Francisco,4037,13 min,18-21
C-2193,Colorado,Boulder,415,10 min,15-18
C-2194,California,San Francisco,4015,10 min,16-19
N-1133,Nevada,Las Vegas,1191,4 min,16-19
C-2195,Colorado,Denver,481,4 min,18-21
G-1135,Georgia,Atlanta,901,5 min,18-21
C-2196,Colorado,Denver,4464,7 min,16-19
G-1136,Georgia,Savannah,1759,13 min,17-20
NY-1097,New York,Buffalo,701,11 min,17-20
F-1151,Florida,Miami,726,9 min,17-20
A-1120,Arizona,Phoenix,301,9 min,18-21
C-2197,Colorado,Denver,1704,15 min,16-19
A-1121,Arizona,Phoenix,1149,12 min,18-21
W-1112,Washington,Spokane,3828,14 min,16-19
C-2198,California,Los Angeles,3000,3 min,17-20
I-1058,Illinois,Springfield,4254,10 min,15-18
G-1137,Georgia,Atlanta,4311,8 min,18-21
I-1059,Illinois,Springfield,4785,15 min,15-18
C-2199,Colorado,Denver,1584,11 min,18-21
N-1134,Nevada,Las Vegas,4484,14 min,15-18
NY-1098,New York,New York City,2462,7 min,16-19
G-1138,Georgia,Atlanta,3980,11 min,18-21
G-1139,Georgia,Atlanta,3831,5 min,17-20
W-1113,Washington,Seattle,4322,14 min,15-18
A-1122,Arizona,Phoenix,4482,15 min,17-20
F-1152,Florida,Tampa,1464,10 min,16-19
T-1145,Texas,Dallas,3736,3 min,16-19
C-2200,California,San Francisco,3553,13 min,17-20
C-2201,Colorado,Denver,3137,14 min,17-20
T-1146,Texas,Dallas,1707,4 min,15-18
C-2202,California,San Francisco,3630,5 min,17-20
F-1153,Florida,Tampa,4507,10 min,15-18
I-1060,Illinois,Springfield,453,9 min,15-18
NY-1099,New York,Buffalo,1208,13 min,16-19
G-1140,Georgia,Savannah,4955,10 min,17-20
NY-1100,New York,Buffalo,2321,14 min,17-20
G-1141,Georgia,Atlanta,3777,15 min,18-21
W-1114,Washington,Spokane,2604,5 min,18-21
C-2203,California,San Francisco,2167,3 min,16-19
N-1135,Nevada,Reno,2288,11 min,18-21
C-2204,Colorado,Denver,3075,10 min,18-21
W-1115,Washington,Seattle,3521,7 min,16-19
C-2205,Colorado,Denver,3922,12 min,18-21
G-1142,Georgia,Savannah,3547,5 min,18-21
N-1136,Nevada,Reno,2962,14 min,18-21
A-1123,Arizona,Phoenix,1815,14 min,15-18
T-1147,Texas,Houston,2431,5 min,17-20
I-1061,Illinois,Chicago,2093,4 min,18-21
NY-1101,New York,Buffalo,1689,3 min,16-19
F-1154,Florida,Orlando,2536,9 min,17-20
F-1155,Florida,Tampa,199,4 min,18-21
C-2206,Colorado,Denver,1009,4 min,17-20
F-1156,Florida,Tampa,3437,6 min,17-20
C-2207,Colorado,Boulder,3757,6 min,15-18
I-1062,Illinois,Chicago,2697,5 min,17-20
NY-1102,New York,New York City,3110,3 min,15-18
C-2208,Colorado,Boulder,1424,5 min,16-19
F-1157,Florida,Orlando,4605,3 min,18-21
NY-1103,New York,Albany,1901,11 min,15-18
W-1116,Washington,Seattle,3771,12 min,16-19
C-2209,Colorado,Boulder,4942,9 min,16-19
W-1117,Washington,Spokane,554,12 min,18-21
T-1148,Texas,Austin,2693,4 min,17-20
A-1124,Arizona,Phoenix,935,15 min,15-18
C-2210,Colorado,Boulder,3107,5 min,18-21
NY-1104,New York,Albany,3504,6 min,15-18
T-1149,Texas,Dallas,728,9 min,15-18
NY-1105,New York,Albany,3365,4 min,16-19
T-1150,Texas,Austin,1374,6 min,15-18
A-1125,Arizona,Phoenix,3205,4 min,15-18
N-1137,Nevada,Las Vegas,3444,14 min,18-21
C-2211,Colorado,Boulder,912,3 min,17-20
C-2212,Colorado,Boulder,800,7 min,15-18
C-2213,Colorado,Boulder,3171,13 min,15-18
I-1063,Illinois,Chicago,1518,4 min,17-20
F-1158,Florida,Miami,1015,12 min,17-20
N-1138,Nevada,Reno,2761,14 min,16-19
G-1143,Georgia,Savannah,3300,9 min,18-21
W-1118,Washington,Seattle,739,7 min,17-20
A-1126,Arizona,Tucson,1108,7 min,18-21
C-2214,Colorado,Denver,3227,7 min,18-21
W-1119,Washington,Seattle,1149,6 min,15-18
G-1144,Georgia,Savannah,2369,14 min,18-21
N-1139,Nevada,Reno,4914,14 min,16-19
T-1151,Texas,Houston,3979,11 min,18-21
A-1127,Arizona,Tucson,319,12 min,18-21
NY-1106,New York,Albany,3280,11 min,15-18
C-2215,Colorado,Boulder,3869,3 min,16-19
C-2216,Colorado,Boulder,2469,15 min,17-20
T-1152,Texas,Dallas,4828,5 min,16-19
F-1159,Florida,Orlando,1203,5 min,18-21
NY-1107,New York,New York City,4432,12 min,15-18
G-1145,Georgia,Savannah,4461,6 min,18-21
F-1160,Florida,Miami,484,12 min,18-21
NY-1108,New York,Buffalo,4204,13 min,15-18
N-1140,Nevada,Reno,2920,15 min,18-21
F-1161,Florida,Orlando,1956,13 min,18-21
T-1153,Texas,Austin,2950,7 min,18-21
NY-1109,New York,Albany,553,13 min,17-20
NY-1110,New York,Albany,1369,6 min,18-21
G-1146,Georgia,Atlanta,4083,9 min,16-19
A-1128,Arizona,Tucson,1111,4 min,16-19
A-1129,Arizona,Phoenix,138,12 min,17-20
C-2217,Colorado,Denver,4577,11 min,15-18
G-1147,Georgia,Savannah,2686,6 min,16-19
A-1130,Arizona,Tucson,4341,12 min,15-18
NY-1111,New York,Buffalo,2685,5 min,16-19
F-1162,Florida,Tampa,3370,14 min,17-20
C-2218,Colorado,Denver,3710,13 min,16-19
I-1064,Illinois,Chicago,3601,6 min,18-21
F-1163,Florida,Tampa,4713,9 min,17-20
N-1141,Nevada,Las Vegas,1896,15 min,16-19
N-1142,Nevada,Las Vegas,2366,14 min,15-18
W-1120,Washington,Spokane,4444,15 min,18-21
NY-1112,New York,Albany,2593,11 min,15-18
NY-1113,New York,Buffalo,4700,13 min,16-19
F-1164,Florida,Orlando,3240,15 min,15-18
W-1121,Washington,Seattle,3095,11 min,18-21
F-1165,Florida,Orlando,489,15 min,16-19
NY-1114,New York,Albany,2155,12 min,18-21
NY-1115,New York,Buffalo,1058,12 min,17-20
G-1148,Georgia,Savannah,2830,9 min,18-21
C-2219,California,San Francisco,4192,4 min,17-20
I-1065,Illinois,Chicago,699,13 min,17-20
C-2220,California,San Francisco,3412,4 min,15-18
F-1166,Florida,Orlando,1301,10 min,15-18
C-2221,California,San Francisco,738,6 min,17-20
A-1131,Arizona,Tucson,3244,15 min,15-18
T-1154,Texas,Dallas,4589,14 min,15-18
I-1066,Illinois,Springfield,2045,7 min,15-18
C-2222,Colorado,Denver,1000,4 min,15-18
G-1149,Georgia,Savannah,3315,10 min,15-18
G-1150,Georgia,Savannah,1122,13 min,16-19
C-2223,Colorado,Boulder,1718,4 min,16-19
I-1067,Illinois,Springfield,3772,7 min,17-20
C-2224,Colorado,Denver,760,9 min,17-20
A-1132,Arizona,Phoenix,4021,10 min,15-18
G-1151,Georgia,Atlanta,2443,12 min,18-21
F-1167,Florida,Miami,1278,12 min,18-21
NY-1116,New York,New York City,430,12 min,18-21
G-1152,Georgia,Savannah,544,6 min,16-19
C-2225,California,San Diego,3722,5 min,17-20
G-1153,Georgia,Atlanta,934,5 min,17-20
C-2226,Colorado,Denver,4576,13 min,16-19
F-1168,Florida,Orlando,1576,5 min,17-20
F-1169,Florida,Miami,3547,13 min,17-20
I-1068,Illinois,Chicago,4627,6 min,16-19
F-1170,Florida,Orlando,4621,9 min,17-20
I-1069,Illinois,Chicago,342,13 min,15-18
W-1122,Washington,Spokane,2266,10 min,17-20
W-1123,Washington,Spokane,3558,5 min,15-18
W-1124,Washington,Spokane,1124,3 min,18-21
A-1133,Arizona,Phoenix,3346,15 min,17-20
NY-1117,New York,Albany,716,7 min,16-19
T-1155,Texas,Dallas,4967,7 min,18-21
N-1143,Nevada,Reno,2485,6 min,16-19
F-1171,Florida,Tampa,1722,14 min,17-20
A-1134,Arizona,Phoenix,664,13 min,16-19
W-1125,Washington,Seattle,4528,12 min,18-21
C-2227,Colorado,Boulder,2124,8 min,18-21
G-1154,Georgia,Savannah,2705,9 min,17-20
N-1144,Nevada,Reno,3362,15 min,16-19
C-2228,California,Los Angeles,3162,13 min,15-18
G-1155,Georgia,Savannah,3092,9 min,18-21
T-1156,Texas,Austin,1376,8 min,15-18
T-1157,Texas,Dallas,4508,3 min,16-19
G-1156,Georgia,Atlanta,3791,6 min,17-20
C-2229,California,Los Angeles,2139,15 min,17-20
F-1172,Florida,Tampa,4888,8 min,17-20
N-1145,Nevada,Reno,4049,7 min,17-20
C-2230,Colorado,Denver,4775,10 min,18-21
NY-1118,New York,New York City,1658,11 min,15-18
I-1070,Illinois,Springfield,4851,9 min,15-18
N-1146,Nevada,Las Vegas,4785,12 min,17-20
C-2231,California,San Diego,4816,6 min,15-18
G-1157,Georgia,Atlanta,3633,7 min,17-20
NY-1119,New York,New York City,3426,4 min,18-21
A-1135,Arizona,Phoenix,1581,14 min,17-20
F-1173,Florida,Miami,1851,15 min,18-21
NY-1120,New York,Albany,3056,10 min,18-21
I-1071,Illinois,Chicago,1942,5 min,16-19
T-1158,Texas,Houston,3156,11 min,16-19
NY-1121,New York,New York City,3266,4 min,18-21
G-1158,Georgia,Savannah,4114,15 min,18-21
NY-1122,New York,Albany,202,6 min,16-19
NY-1123,New York,Albany,369,13 min,16-19
NY-1124,New York,Buffalo,2739,11 min,15-18
I-1072,Illinois,Springfield,3308,6 min,16-19
W-1126,Washington,Seattle,2275,5 min,16-19
C-2232,Colorado,Denver,2087,8 min,15-18
NY-1125,New York,Buffalo,984,14 min,17-20
W-1127,Washington,Spokane,4089,7 min,15-18
C-2233,Colorado,Boulder,1240,10 min,18-21
T-1159,Texas,Austin,3155,13 min,17-20
C-2234,Colorado,Boulder,3662,10 min,16-19
A-1136,Arizona,Tucson,4818,14 min,15-18
G-1159,Georgia,Savannah,3711,6 min,15-18
T-1160,Texas,Houston,1287,7 min,16-19
C-2235,Colorado,Boulder,1673,5 min,16-19
I-1073,Illinois,Springfield,4467,10 min,18-21
W-1128,Washington,Spokane,2290,4 min,16-19
G-1160,Georgia,Savannah,923,11 min,18-21
N-1147,Nevada,Reno,4950,14 min,16-19
N-1148,Nevada,Las Vegas,381,4 min,16-19
I-1074,Illinois,Springfield,146,10 min,15-18
I-1075,Illinois,Chicago,1616,4 min,18-21
G-1161,Georgia,Savannah,4574,3 min,17-20
W-1129,Washington,Spokane,3656,11 min,18-21
G-1162,Georgia,Atlanta,4805,15 min,17-20
T-1161,Texas,Austin,2477,11 min,18-21
G-1163,Georgia,Atlanta,3464,6 min,15-18
N-1149,Nevada,Reno,102,8 min,16-19
T-1162,Texas,Dallas,3973,3 min,15-18
I-1076,Illinois,Chicago,3435,11 min,15-18
T-1163,Texas,Austin,2527,6 min,16-19
C-2236,California,San Francisco,3579,7 min,16-19
W-1130,Washington,Seattle,1237,4 min,18-21
W-1131,Washington,Seattle,3592,15 min,18-21
C-2237,Colorado,Boulder,3490,6 min,18-21
N-1150,Nevada,Las Vegas,2598,7 min,18-21
C-2238,California,San Diego,1841,7 min,18-21
T-1164,Texas,Austin,505,11 min,15-18
W-1132,Washington,Spokane,4604,6 min,17-20
NY-1126,New York,Buffalo,198,11 min,17-20
T-1165,Texas,Houston,1046,10 min,16-19
A-1137,Arizona,Tucson,1820,8 min,16-19
C-2239,Colorado,Denver,1486,5 min,16-19
G-1164,Georgia,Savannah,4448,13 min,18-21
NY-1127,New York,Albany,4920,3 min,17-20
T-1166,Texas,Houston,4644,8 min,17-20
G-1165,Georgia,Savannah,3512,15 min,17-20
I-1077,Illinois,Springfield,331,13 min,16-19
I-1078,Illinois,Chicago,3390,11 min,16-19
I-1079,Illinois,Springfield,2956,8 min,15-18
C-2240,Colorado,Boulder,2462,10 min,16-19
W-1133,Washington,Spokane,3051,15 min,15-18
A-1138,Arizona,Tucson,905,7 min,18-21
N-1151,Nevada,Reno,4592,7 min,16-19
N-1152,Nevada,Las Vegas,1872,12 min,18-21
A-1139,Arizona,Tucson,4273,7 min,15-18
G-1166,Georgia,Savannah,1460,11 min,18-21
N-1153,Nevada,Las Vegas,1123,12 min,17-20
NY-1128,New York,Buffalo,1831,6 min,18-21
C-2241,California,San Diego,1724,12 min,16-19
A-1140,Arizona,Tucson,4156,12 min,16-19
I-1080,Illinois,Chicago,3819,13 min,17-20
G-1167,Georgia,Savannah,464,6 min,18-21
N-1154,Nevada,Reno,1374,15 min,18-21
W-1134,Washington,Spokane,4970,5 min,17-20
F-1174,Florida,Tampa,3805,11 min,15-18
NY-1129,New York,Albany,4932,11 min,18-21
W-1135,Washington,Spokane,1016,8 min,18-21
I-1081,Illinois,Springfield,506,8 min,16-19
C-2242,Colorado,Boulder,3391,11 min,16-19
C-2243,California,San Francisco,4939,10 min,16-19
C-2244,Colorado,Denver,4825,15 min,17-20
C-2245,Colorado,Boulder,3205,3 min,17-20
C-2246,California,San Francisco,3003,15 min,16-19
NY-1130,New York,Albany,4778,4 min,17-20
C-2247,Colorado,Boulder,1660,8 min,16-19
C-2248,Colorado,Boulder,3982,14 min,16-19
C-2249,Colorado,Boulder,2851,14 min,17-20
NY-1131,New York,New York City,3650,5 min,17-20
A-1141,Arizona,Phoenix,959,12 min,16-19
W-1136,Washington,Seattle,4404,3 min,15-18
C-2250,California,Los Angeles,4731,5 min,15-18
C-2251,California,San Diego,3436,6 min,17-20
A-1142,Arizona,Phoenix,659,9 min,18-21
T-1167,Texas,Dallas,4754,12 min,18-21
C-2252,California,Los Angeles,2022,6 min,15-18
W-1137,Washington,Seattle,4489,6 min,18-21
T-1168,Texas,Austin,226,10 min,16-19
N-1155,Nevada,Reno,1571,14 min,18-21
C-2253,Colorado,Denver,4200,3 min,16-19
NY-1132,New York,Buffalo,1143,8 min,18-21
N-1156,Nevada,Las Vegas,3136,8 min,18-21
A-1143,Arizona,Phoenix,4667,7 min,15-18
F-1175,Florida,Miami,3584,12 min,15-18
C-2254,Colorado,Denver,2898,9 min,17-20
C-2255,Colorado,Denver,3705,4 min,17-20
NY-1133,New York,Buffalo,3313,4 min,17-20
W-1138,Washington,Seattle,1367,8 min,17-20
T-1169,Texas,Dallas,4208,8 min,15-18
G-1168,Georgia,Atlanta,3463,10 min,16-19
F-1176,Florida,Miami,2295,8 min,17-20
G-1169,Georgia,Savannah,3258,14 min,17-20
W-1139,Washington,Spokane,771,8 min,18-21
I-1082,Illinois,Chicago,4742,5 min,16-19
N-1157,Nevada,Reno,1327,8 min,16-19
C-2256,Colorado,Denver,3591,5 min,18-21
W-1140,Washington,Spokane,3643,3 min,18-21
C-2257,California,Los Angeles,3026,11 min,16-19
C-2258,California,San Diego,333,15 min,18-21
N-1158,Nevada,Reno,3722,5 min,16-19
N-1159,Nevada,Las Vegas,4046,15 min,16-19
N-1160,Nevada,Las Vegas,3430,10 min,16-19
F-1177,Florida,Orlando,3663,6 min,16-19
G-1170,Georgia,Savannah,2156,6 min,16-19
A-1144,Arizona,Phoenix,3663,4 min,18-21
F-1178,Florida,Orlando,2666,14 min,18-21
C-2259,California,San Diego,4752,9 min,18-21
I-1083,Illinois,Springfield,2432,6 min,17-20
A-1145,Arizona,Tucson,650,8 min,15-18
NY-1134,New York,New York City,367,5 min,18-21
T-1170,Texas,Houston,3230,12 min,15-18
A-1146,Arizona,Tucson,831,10 min,15-18
I-1084,Illinois,Chicago,4592,8 min,15-18
C-2260,Colorado,Boulder,3490,6 min,17-20
T-1171,Texas,Houston,4520,5 min,16-19
T-1172,Texas,Houston,155,5 min,17-20
W-1141,Washington,Spokane,1965,8 min,18-21
I-1085,Illinois,Springfield,950,10 min,17-20
G-1171,Georgia,Atlanta,2332,4 min,16-19
C-2261,Colorado,Boulder,3888,8 min,18-21
C-2262,Colorado,Denver,999,11 min,17-20
C-2263,Colorado,Denver,4232,14 min,15-18
W-1142,Washington,Spokane,1454,9 min,16-19
T-1173,Texas,Austin,3827,9 min,15-18
G-1172,Georgia,Savannah,4823,4 min,16-19
A-1147,Arizona,Phoenix,2377,14 min,18-21
A-1148,Arizona,Phoenix,1658,12 min,16-19
C-2264,Colorado,Denver,385,12 min,17-20
NY-1135,New York,Albany,1202,4 min,18-21
G-1173,Georgia,Savannah,367,3 min,17-20
C-2265,California,San Diego,3266,7 min,16-19
F-1179,Florida,Orlando,4354,15 min,18-21
N-1161,Nevada,Las Vegas,2147,7 min,17-20
F-1180,Florida,Orlando,367,8 min,15-18
A-1149,Arizona,Tucson,3453,5 min,15-18
A-1150,Arizona,Phoenix,162,9 min,15-18
G-1174,Georgia,Atlanta,2036,9 min,17-20
A-1151,Arizona,Phoenix,2706,14 min,18-21
N-1162,Nevada,Reno,2127,9 min,18-21
F-1181,Florida,Tampa,2474,9 min,15-18
N-1163,Nevada,Reno,286,5 min,16-19
W-1143,Washington,Spokane,4780,9 min,18-21
G-1175,Georgia,Savannah,3478,9 min,18-21
T-1174,Texas,Austin,3663,14 min,16-19
W-1144,Washington,Spokane,854,12 min,15-18
F-1182,Florida,Orlando,3323,13 min,18-21
N-1164,Nevada,Reno,2531,6 min,18-21
C-2266,California,San Francisco,1742,14 min,17-20
N-1165,Nevada,Reno,2449,10 min,18-21
W-1145,Washington,Spokane,4969,5 min,18-21
NY-1136,New York,New York City,1419,8 min,15-18
F-1183,Florida,Tampa,1538,4 min,17-20
G-1176,Georgia,Savannah,1917,5 min,16-19
NY-1137,New York,New York City,2138,14 min,17-20
T-1175,Texas,Houston,1961,3 min,15-18
C-2267,Colorado,Denver,1959,11 min,15-18
W-1146,Washington,Seattle,3027,8 min,16-19
C-2268,California,Los Angeles,215,15 min,15-18
C-2269,California,San Diego,2262,14 min,16-19
G-1177,Georgia,Savannah,4985,15 min,16-19
W-1147,Washington,Seattle,215,6 min,15-18
NY-1138,New York,Buffalo,2201,14 min,16-19
W-1148,Washington,Spokane,1417,13 min,17-20
C-2270,Colorado,Denver,2262,12 min,17-20
T-1176,Texas,Austin,4775,5 min,15-18
W-1149,Washington,Spokane,4603,8 min,16-19
T-1177,Texas,Houston,425,8 min,16-19
NY-1139,New York,Albany,1367,9 min,18-21
C-2271,California,San Francisco,4132,7 min,18-21
C-2272,California,San Francisco,411,15 min,15-18
T-1178,Texas,Austin,1344,3 min,18-21
G-1178,Georgia,Atlanta,522,7 min,16-19
T-1179,Texas,Austin,4980,13 min,18-21
NY-1140,New York,New York City,3227,6 min,17-20
I-1086,Illinois,Chicago,2429,3 min,17-20
C-2273,Colorado,Denver,2014,8 min,15-18
W-1150,Washington,Seattle,1216,9 min,17-20
NY-1141,New York,Buffalo,3666,13 min,18-21
C-2274,California,San Francisco,4831,10 min,15-18
N-1166,Nevada,Las Vegas,4913,13 min,16-19
A-1152,Arizona,Tucson,2907,14 min,16-19
C-2275,California,San Diego,3455,6 min,18-21
G-1179,Georgia,Savannah,701,9 min,15-18
I-1087,Illinois,Springfield,4458,15 min,16-19
C-2276,Colorado,Boulder,1682,12 min,16-19
W-1151,Washington,Seattle,3694,13 min,15-18
G-1180,Georgia,Atlanta,999,9 min,17-20
A-1153,Arizona,Tucson,2068,15 min,18-21
N-1167,Nevada,Reno,1311,3 min,15-18
NY-1142,New York,Buffalo,493,5 min,18-21
F-1184,Florida,Miami,1714,11 min,17-20
G-1181,Georgia,Atlanta,1892,6 min,15-18
NY-1143,New York,Buffalo,2325,7 min,17-20
A-1154,Arizona,Phoenix,3625,14 min,16-19
I-1088,Illinois,Springfield,828,5 min,17-20
G-1182,Georgia,Savannah,2005,15 min,18-21
C-2277,Colorado,Denver,3966,4 min,15-18
C-2278,California,San Diego,3598,10 min,17-20
N-1168,Nevada,Reno,1079,7 min,16-19
W-1152,Washington,Spokane,2255,12 min,17-20
A-1155,Arizona,Phoenix,1399,7 min,15-18
T-1180,Texas,Dallas,3673,4 min,15-18
N-1169,Nevada,Reno,4277,6 min,18-21
A-1156,Arizona,Phoenix,3731,7 min,15-18
I-1089,Illinois,Springfield,4448,15 min,17-20
C-2279,Colorado,Boulder,1726,4 min,15-18
I-1090,Illinois,Chicago,4999,10 min,17-20
W-1153,Washington,Seattle,822,6 min,16-19
I-1091,Illinois,Chicago,2682,4 min,15-18
I-1092,Illinois,Chicago,3257,8 min,18-21
NY-1144,New York,Buffalo,1092,7 min,17-20
A-1157,Arizona,Tucson,3426,15 min,16-19
NY-1145,New York,New York City,927,6 min,17-20
C-2280,California,San Francisco,457,3 min,18-21
G-1183,Georgia,Savannah,1761,7 min,17-20
T-1181,Texas,Austin,228,14 min,15-18
I-1093,Illinois,Springfield,2285,14 min,17-20
N-1170,Nevada,Reno,4381,12 min,16-19
W-1154,Washington,Spokane,3279,7 min,18-21
F-1185,Florida,Orlando,1186,8 min,18-21
G-1184,Georgia,Savannah,4493,12 min,16-19
N-1171,Nevada,Las Vegas,4070,9 min,17-20
I-1094,Illinois,Chicago,732,13 min,17-20
C-2281,Colorado,Boulder,2429,7 min,15-18
T-1182,Texas,Houston,1037,13 min,16-19
W-1155,Washington,Spokane,4001,15 min,17-20
C-2282,California,San Francisco,4018,4 min,16-19
NY-1146,New York,Buffalo,490,7 min,16-19
T-1183,Texas,Austin,4819,9 min,16-19
I-1095,Illinois,Chicago,2508,6 min,15-18
T-1184,Texas,Houston,3645,14 min,15-18
C-2283,Colorado,Denver,559,11 min,17-20
I-1096,Illinois,Chicago,2100,13 min,18-21
G-1185,Georgia,Atlanta,4609,9 min,17-20
G-1186,Georgia,Atlanta,1892,6 min,17-20
T-1185,Texas,Dallas,4306,3 min,17-20
A-1158,Arizona,Tucson,3813,12 min,17-20
W-1156,Washington,Seattle,2866,3 min,17-20
N-1172,Nevada,Las Vegas,3758,15 min,18-21
C-2284,California,San Francisco,3354,13 min,15-18
T-1186,Texas,Austin,3563,6 min,18-21
A-1159,Arizona,Tucson,2923,14 min,18-21
T-1187,Texas,Austin,3826,12 min,18-21
W-1157,Washington,Seattle,2806,14 min,15-18
A-1160,Arizona,Tucson,2702,14 min,16-19
T-1188,Texas,Houston,1980,13 min,17-20
C-2285,California,Los Angeles,4803,3 min,16-19
W-1158,Washington,Seattle,506,4 min,18-21
T-1189,Texas,Houston,2918,9 min,18-21
NY-1147,New York,Buffalo,914,6 min,16-19
NY-1148,New York,Albany,2776,7 min,15-18
G-1187,Georgia,Savannah,3456,14 min,17-20
C-2286,Colorado,Boulder,3100,4 min,17-20
G-1188,Georgia,Savannah,1418,6 min,16-19
I-1097,Illinois,Chicago,2292,14 min,16-19
A-1161,Arizona,Tucson,4376,14 min,15-18
C-2287,California,San Francisco,265,3 min,18-21
I-1098,Illinois,Chicago,1348,5 min,16-19
N-1173,Nevada,Las Vegas,1685,5 min,18-21
W-1159,Washington,Spokane,3810,12 min,16-19
I-1099,Illinois,Chicago,4197,12 min,18-21
W-1160,Washington,Spokane,4886,9 min,18-21
W-1161,Washington,Spokane,2215,6 min,16-19
A-1162,Arizona,Phoenix,2869,13 min,16-19
C-2288,Colorado,Boulder,3897,13 min,17-20
W-1162,Washington,Spokane,1820,10 min,15-18
I-1100,Illinois,Chicago,3124,11 min,16-19
G-1189,Georgia,Atlanta,240,5 min,15-18
T-1190,Texas,Houston,1448,9 min,16-19
A-1163,Arizona,Phoenix,1366,6 min,18-21
A-1164,Arizona,Phoenix,608,4 min,15-18
A-1165,Arizona,Phoenix,3117,12 min,15-18
G-1190,Georgia,Atlanta,1589,3 min,17-20
C-2289,Colorado,Boulder,2208,10 min,15-18
A-1166,Arizona,Tucson,4872,11 min,15-18
C-2290,Colorado,Denver,4656,11 min,17-20
I-1101,Illinois,Springfield,796,13 min,16-19
C-2291,California,Los Angeles,686,13 min,15-18
N-1174,Nevada,Las Vegas,4569,15 min,18-21
F-1186,Florida,Miami,4224,3 min,17-20
I-1102,Illinois,Springfield,2925,5 min,16-19
C-2292,California,Los Angeles,369,13 min,16-19
C-2293,Colorado,Boulder,1603,6 min,17-20
I-1103,Illinois,Chicago,848,12 min,16-19
F-1187,Florida,Miami,2954,14 min,15-18
A-1167,Arizona,Phoenix,2663,11 min,16-19
C-2294,Colorado,Boulder,2597,11 min,18-21
T-1191,Texas,Dallas,559,9 min,15-18
A-1168,Arizona,Tucson,1182,4 min,15-18
T-1192,Texas,Austin,2630,4 min,16-19
F-1188,Florida,Miami,3795,7 min,17-20
W-1163,Washington,Spokane,1113,7 min,16-19
G-1191,Georgia,Savannah,1900,5 min,16-19
NY-1149,New York,Buffalo,3942,5 min,15-18
N-1175,Nevada,Las Vegas,4858,15 min,18-21
NY-1150,New York,New York City,643,7 min,18-21
C-2295,California,Los Angeles,1801,7 min,15-18
T-1193,Texas,Austin,2579,7 min,15-18
G-1192,Georgia,Savannah,3514,12 min,18-21
T-1194,Texas,Dallas,4226,15 min,15-18
I-1104,Illinois,Springfield,2905,4 min,18-21
W-1164,Washington,Seattle,2696,10 min,15-18
W-1165,Washington,Seattle,615,5 min,16-19
A-1169,Arizona,Tucson,2786,8 min,15-18
A-1170,Arizona,Phoenix,3525,14 min,17-20
T-1195,Texas,Dallas,1855,3 min,17-20
N-1176,Nevada,Reno,739,6 min,16-19
C-2296,Colorado,Denver,4284,8 min,15-18
C-2297,Colorado,Boulder,772,7 min,16-19
F-1189,Florida,Orlando,1616,9 min,16-19
I-1105,Illinois,Chicago,4290,5 min,18-21
I-1106,Illinois,Springfield,3903,15 min,16-19
C-2298,California,San Diego,3581,5 min,18-21
A-1171,Arizona,Tucson,4977,9 min,16-19
A-1172,Arizona,Phoenix,4366,12 min,16-19
N-1177,Nevada,Reno,3258,4 min,17-20
T-1196,Texas,Dallas,1466,10 min,15-18
